id,name,location,linkedin_url,twitter_url
92500,Michael Martocci,,https://www.linkedin.com/in/michael-c-martocci-29a7188a/,
92507,Raja Afrika,,https://www.linkedin.com/in/marijuanasoftware/,
92508,Martin Mulvihill,,https://www.linkedin.com/in/martin-mulvihill-86b2422/,
92509,Adrian Horotan,,,
92512,Todd Forsman,,,
92513,Rakesh Tammabattula,,https://www.linkedin.com/in/rakesh-tammabattula-47829923/,
92514,Alli Webb,,https://www.linkedin.com/in/alli-webb/,
92515,Brittany Alexander Driscoll,,https://www.linkedin.com/in/brittany-alexander-driscoll-59157a5/,
92516,Cameron Webb,,https://www.linkedin.com/in/cameron-webb-a2ab9016,
92517,Michael landau,,https://www.linkedin.com/in/michael-landau-66b7935,
92518,Sarah Hutnick Landau,,https://www.linkedin.com/in/sarah-hutnick-landau-9653a538,
92520,Amit Kulkarni,,https://www.linkedin.com/in/amitkulkarni/,
92521,Manav Monga,,,
92522,Kyle Simpson,,https://www.linkedin.com/in/getify,
92523,Shawn Bullock,,,
92525,Nicolas Arab,,https://www.linkedin.com/in/nicolas-arab-35b2a83/,
